MD_EARN_WNE_P10,STUFACR,STUFACR,C150_4,ADM_RATE,MD_EARN_WNE_P10
33511.0,12.0,12.0,,,33511.0
40499.0,12.0,12.0,,0.8,40499.0
22230.0,9.0,9.0,,,22230.0
25314.0,12.0,12.0,,,25314.0
35171.0,15.0,15.0,0.3003,,35171.0
55939.0,16.0,16.0,0.2557,,55939.0
32756.0,11.0,11.0,,,32756.0
34642.0,14.0,14.0,0.2863,,34642.0
49358.0,15.0,15.0,0.4785,0.9586,49358.0
32153.0,16.0,16.0,,,32153.0
43364.0,20.0,20.0,,,43364.0
,,,,,
40492.0,16.0,16.0,0.3543,0.9618,40492.0
69666.0,6.0,6.0,,,69666.0
43296.0,12.0,12.0,0.6124,0.7409,43296.0
55939.0,12.0,12.0,0.3378,0.6458,55939.0
51593.0,11.0,11.0,0.5349,0.9635,51593.0
27472.0,13.0,13.0,,,27472.0
31912.0,17.0,17.0,,,31912.0
18906.0,18.0,18.0,,,18906.0
30162.0,11.0,11.0,,,30162.0
55939.0,17.0,17.0,0.6212,0.8838,55939.0
57949.0,9.0,9.0,0.704,0.7265,57949.0
40547.0,10.0,10.0,,,40547.0
32393.0,14.0,14.0,,,32393.0
53145.0,8.0,8.0,0.5283,0.8988,53145.0
45413.0,12.0,12.0,0.2275,,45413.0
76222.0,8.0,8.0,0.7568,0.9286,76222.0
53260.0,10.0,10.0,0.712,0.6586,53260.0
41620.0,8.0,8.0,,,41620.0
58698.0,7.0,7.0,0.5152,0.9258,58698.0
58009.0,14.0,14.0,0.6702,0.7214,58009.0
56950.0,13.0,13.0,0.6468,0.8183,56950.0
56075.0,11.0,11.0,0.6639,0.7037,56075.0
59728.0,12.0,12.0,0.6245,0.9862,59728.0
45684.0,10.0,10.0,,,45684.0
40264.0,8.0,8.0,,,40264.0
29587.0,10.0,10.0,,,29587.0
55961.0,16.0,16.0,0.5183,0.9951,55961.0
47113.0,13.0,13.0,,,47113.0
55789.0,8.0,8.0,0.7802,0.7227,55789.0
45593.0,11.0,11.0,0.5596,0.7508,45593.0
53501.0,12.0,12.0,0.5131,0.7155,53501.0
78257.0,13.0,13.0,0.8252,0.8721,78257.0
,,,,,
42253.0,12.0,12.0,,,42253.0
41113.0,9.0,9.0,,,41113.0
41174.0,11.0,11.0,0.5665,0.6397,41174.0
89070.0,13.0,13.0,0.7104,0.6347,89070.0
44371.0,11.0,11.0,,,44371.0
48745.0,9.0,9.0,0.6017,0.6945,48745.0
,,,,,
38643.0,7.0,7.0,,,38643.0
44925.0,18.0,18.0,,,44925.0
44553.0,16.0,16.0,,,44553.0
44560.0,10.0,10.0,0.5419,0.6839,44560.0
54902.0,14.0,14.0,0.5613,0.8133,54902.0
58363.0,11.0,11.0,0.7153,0.8359,58363.0
28037.0,9.0,9.0,,,28037.0
43470.0,16.0,16.0,,,43470.0
55660.0,12.0,12.0,0.6077,0.7238,55660.0
46297.0,14.0,14.0,,,46297.0
46894.0,22.0,22.0,,,46894.0
45303.0,9.0,9.0,,,45303.0
55356.0,19.0,19.0,0.6166,0.8238,55356.0
43406.0,5.0,5.0,,,43406.0
,,,,,
58561.0,19.0,19.0,0.6528,0.7662,58561.0
52528.0,23.0,23.0,0.5231,0.8962,52528.0
60378.0,19.0,19.0,0.6979,0.7425,60378.0
54664.0,12.0,12.0,0.6711,0.9383,54664.0
55548.0,20.0,20.0,0.5757,0.8852,55548.0
51129.0,17.0,17.0,0.4006,0.7283,51129.0
36909.0,18.0,18.0,0.2192,0.9448,36909.0
58084.0,18.0,18.0,0.5192,0.8631,58084.0
49606.0,17.0,17.0,0.4016,0.956,49606.0
73792.0,18.0,18.0,0.8923,0.4906,73792.0
54990.0,17.0,17.0,0.4787,0.8632,54990.0
61760.0,20.0,20.0,0.6107,0.8543,61760.0
54458.0,18.0,18.0,0.5908,0.8448,54458.0
52021.0,21.0,21.0,0.5602,0.8905,52021.0
40935.0,14.0,14.0,,,40935.0
34402.0,14.0,14.0,0.3755,,34402.0
37121.0,19.0,19.0,,,37121.0
44783.0,14.0,14.0,0.2834,,44783.0
36950.0,13.0,13.0,0.4366,,36950.0
40477.0,17.0,17.0,,,40477.0
40939.0,12.0,12.0,0.3377,,40939.0
25459.0,17.0,17.0,,,25459.0
50167.0,16.0,16.0,,,50167.0
56880.0,13.0,13.0,0.6088,0.9598,56880.0
30087.0,16.0,16.0,0.3253,,30087.0
27820.0,15.0,15.0,0.1184,,27820.0
35946.0,13.0,13.0,0.3773,,35946.0
27836.0,21.0,21.0,0.3723,,27836.0
17713.0,30.0,30.0,,,17713.0
24470.0,11.0,11.0,0.2449,,24470.0
24470.0,12.0,12.0,0.3958,,24470.0
17172.0,8.0,8.0,,,17172.0
21766.0,25.0,25.0,,,21766.0
28465.0,16.0,16.0,0.4314,0.8308,28465.0
25272.0,27.0,27.0,0.3488,,25272.0
25021.0,12.0,12.0,0.3086,0.8036,25021.0
23134.0,10.0,10.0,0.6131,,23134.0
41544.0,21.0,21.0,0.7059,1.0,41544.0
22842.0,10.0,10.0,0.2192,,22842.0
22842.0,9.0,9.0,0.381,,22842.0
24908.0,16.0,16.0,0.4211,0.9821,24908.0
24908.0,21.0,21.0,0.429,0.9474,24908.0
21033.0,11.0,11.0,0.3804,,21033.0
23536.0,6.0,6.0,0.4516,,23536.0
26510.0,12.0,12.0,0.2773,0.9846,26510.0
24490.0,20.0,20.0,0.34,,24490.0
19474.0,5.0,5.0,0.7391,0.8448,19474.0
,,,,,
22844.0,20.0,20.0,0.3711,0.9008,22844.0
14827.0,10.0,10.0,,,14827.0
21790.0,9.0,9.0,0.3714,1.0,21790.0
26293.0,5.0,5.0,,0.9185,26293.0
22927.0,9.0,9.0,0.4938,,22927.0
20064.0,6.0,6.0,0.3942,,20064.0
18694.0,19.0,19.0,,,18694.0
18694.0,18.0,18.0,,,18694.0
26293.0,8.0,8.0,,0.75,26293.0
26293.0,6.0,6.0,,0.6235,26293.0
25416.0,25.0,25.0,0.427,0.4011,25416.0
24776.0,27.0,27.0,0.376,0.4568,24776.0
24539.0,24.0,24.0,0.3295,0.3331,24539.0
23204.0,21.0,21.0,0.4298,0.6777,23204.0
30821.0,18.0,18.0,0.3529,0.4678,30821.0
26721.0,23.0,23.0,0.4354,0.5275,26721.0
23132.0,23.0,23.0,0.3655,0.4465,23132.0
25827.0,22.0,22.0,0.4048,0.4696,25827.0
29936.0,27.0,27.0,0.3259,0.3381,29936.0
,,,,,
26733.0,35.0,35.0,,,26733.0
17105.0,25.0,25.0,,0.8571,17105.0
15266.0,20.0,20.0,,0.87,15266.0
24785.0,11.0,11.0,0.6269,,24785.0
,,,,,
27997.0,20.0,20.0,0.4387,0.7684,27997.0
30512.0,18.0,18.0,0.4882,0.6004,30512.0
34409.0,21.0,21.0,0.3949,0.9323,34409.0
30626.0,16.0,16.0,0.3804,0.5542,30626.0
30958.0,19.0,19.0,0.4721,0.4932,30958.0
29521.0,14.0,14.0,0.4849,0.5205,29521.0
23906.0,9.0,9.0,0.1459,0.6804,23906.0
48992.0,19.0,19.0,0.4217,0.5435,48992.0
45953.0,2.0,2.0,,,45953.0
31394.0,22.0,22.0,0.4421,0.5404,31394.0
35723.0,13.0,13.0,0.4713,0.5159,35723.0
24328.0,24.0,24.0,0.3485,,24328.0
31754.0,22.0,22.0,0.3926,0.5523,31754.0
,,,,,
31468.0,10.0,10.0,0.25,0.7778,31468.0
47540.0,18.0,18.0,0.1979,,47540.0
24908.0,15.0,15.0,0.3577,0.9977,24908.0
26223.0,28.0,28.0,0.3257,,26223.0
24651.0,16.0,16.0,0.2567,0.7897,24651.0
29898.0,12.0,12.0,,,29898.0
38681.0,8.0,8.0,0.273,0.969,38681.0
124080.0,5.0,5.0,0.9511,0.0368,124080.0
72424.0,14.0,14.0,0.8304,0.527,72424.0
,7.0,7.0,,0.4,
42091.0,9.0,9.0,0.8824,,42091.0
22844.0,14.0,14.0,0.3026,0.3964,22844.0
18694.0,21.0,21.0,,,18694.0
34938.0,,,0.3636,,34938.0
33735.0,18.0,18.0,,,33735.0
47384.0,20.0,20.0,,0.9913,47384.0
34619.0,14.0,14.0,,,34619.0
52800.0,24.0,24.0,,,52800.0
16249.0,20.0,20.0,,,16249.0
43359.0,18.0,18.0,,,43359.0
44985.0,8.0,8.0,0.7164,0.5408,44985.0
,24.0,24.0,,1.0,
51541.0,2.0,2.0,,,51541.0
51541.0,6.0,6.0,,,51541.0
51541.0,,,,,51541.0
51541.0,3.0,3.0,,,51541.0
51541.0,5.0,5.0,,,51541.0
46116.0,13.0,13.0,0.3926,,46116.0
31102.0,12.0,12.0,,,31102.0
15872.0,13.0,13.0,,,15872.0
32996.0,20.0,20.0,,,32996.0
36351.0,6.0,6.0,,,36351.0
36625.0,36.0,36.0,,,36625.0
45555.0,10.0,10.0,,1.0,45555.0
,,,,,
37448.0,28.0,28.0,,,37448.0
16566.0,8.0,8.0,,,16566.0
24450.0,7.0,7.0,,,24450.0
23338.0,25.0,25.0,,,23338.0
,,,,,
35951.0,11.0,11.0,,,35951.0
46147.0,12.0,12.0,,,46147.0
39633.0,34.0,34.0,,,39633.0
17707.0,10.0,10.0,,,17707.0
18095.0,15.0,15.0,,,18095.0
37114.0,16.0,16.0,0.4231,,37114.0
29392.0,15.0,15.0,,,29392.0
,5.0,5.0,,,
30060.0,14.0,14.0,,,30060.0
44664.0,17.0,17.0,,,44664.0
29813.0,8.0,8.0,0.3404,0.4487,29813.0
,11.0,11.0,0.7692,0.84,
48701.0,21.0,21.0,0.178,,48701.0
35798.0,22.0,22.0,,,35798.0
,10.0,10.0,,,
15105.0,20.0,20.0,,,15105.0
34000.0,11.0,11.0,,,34000.0
49229.0,15.0,15.0,,,49229.0
54747.0,10.0,10.0,,0.6087,54747.0
26260.0,16.0,16.0,,,26260.0
31488.0,15.0,15.0,,,31488.0
38955.0,17.0,17.0,,,38955.0
42837.0,12.0,12.0,0.5054,0.8269,42837.0
24535.0,15.0,15.0,,,24535.0
27384.0,16.0,16.0,,,27384.0
30224.0,19.0,19.0,,,30224.0
30819.0,8.0,8.0,,0.8395,30819.0
42785.0,11.0,11.0,,,42785.0
29392.0,15.0,15.0,,,29392.0
22137.0,20.0,20.0,,,22137.0
31415.0,15.0,15.0,,,31415.0
36597.0,19.0,19.0,,,36597.0
34421.0,15.0,15.0,0.0769,,34421.0
53451.0,2.0,2.0,,,53451.0
34231.0,8.0,8.0,,1.0,34231.0
24302.0,8.0,8.0,0.08,,24302.0
38740.0,11.0,11.0,,,38740.0
38673.0,21.0,21.0,,,38673.0
40669.0,21.0,21.0,0.6703,,40669.0
77602.0,11.0,11.0,,0.6471,77602.0
25719.0,14.0,14.0,,,25719.0
21463.0,8.0,8.0,,,21463.0
37871.0,12.0,12.0,0.38,,37871.0
26849.0,21.0,21.0,,,26849.0
29898.0,8.0,8.0,,,29898.0
29898.0,16.0,16.0,,,29898.0
13256.0,18.0,18.0,,,13256.0
48581.0,4.0,4.0,,,48581.0
31912.0,8.0,8.0,,,31912.0
42422.0,19.0,19.0,,,42422.0
65703.0,18.0,18.0,0.5,,65703.0
48082.0,7.0,7.0,0.6261,0.7541,48082.0
,,,,,
37429.0,12.0,12.0,,,37429.0
18199.0,14.0,14.0,,,18199.0
38317.0,29.0,29.0,,,38317.0
,10.0,10.0,,1.0,
24057.0,12.0,12.0,,,24057.0
,14.0,14.0,,,
30060.0,28.0,28.0,,,30060.0
17650.0,35.0,35.0,,,17650.0
38830.0,7.0,7.0,,,38830.0
32461.0,12.0,12.0,,,32461.0
27109.0,22.0,22.0,,,27109.0
30667.0,6.0,6.0,0.0833,,30667.0
21307.0,22.0,22.0,,,21307.0
22842.0,10.0,10.0,0.4464,,22842.0
22842.0,11.0,11.0,0.1724,,22842.0
50719.0,11.0,11.0,0.4487,0.915,50719.0
47196.0,11.0,11.0,,,47196.0
51111.0,23.0,23.0,,,51111.0
42376.0,4.0,4.0,,,42376.0
33982.0,7.0,7.0,,,33982.0
29841.0,5.0,5.0,,,29841.0
38316.0,18.0,18.0,,,38316.0
26222.0,8.0,8.0,,,26222.0
21576.0,4.0,4.0,,,21576.0
,6.0,6.0,,,
25452.0,20.0,20.0,,,25452.0
23451.0,24.0,24.0,,,23451.0
29012.0,17.0,17.0,,,29012.0
40389.0,8.0,8.0,,0.6362,40389.0
41796.0,12.0,12.0,,,41796.0
31355.0,11.0,11.0,,,31355.0
48705.0,9.0,9.0,,0.6413,48705.0
34451.0,8.0,8.0,,,34451.0
40979.0,15.0,15.0,,,40979.0
31349.0,10.0,10.0,,,31349.0
47174.0,16.0,16.0,,1.0,47174.0
30060.0,17.0,17.0,,,30060.0
30072.0,23.0,23.0,,,30072.0
45354.0,18.0,18.0,0.3333,,45354.0
23220.0,20.0,20.0,,,23220.0
52873.0,37.0,37.0,,,52873.0
52567.0,14.0,14.0,0.4878,,52567.0
37786.0,33.0,33.0,,,37786.0
34222.0,15.0,15.0,,,34222.0
36089.0,10.0,10.0,,,36089.0
24555.0,11.0,11.0,0.1463,,24555.0
,,,,,
49907.0,24.0,24.0,,,49907.0
51088.0,20.0,20.0,,,51088.0
20583.0,13.0,13.0,,,20583.0
31248.0,15.0,15.0,,,31248.0
31349.0,14.0,14.0,,,31349.0
36155.0,12.0,12.0,0.5625,,36155.0
,11.0,11.0,,,
,,,,,
32501.0,11.0,11.0,,,32501.0
49088.0,5.0,5.0,,,49088.0
62908.0,23.0,23.0,0.5666,0.9519,62908.0
19594.0,15.0,15.0,,,19594.0
27925.0,16.0,16.0,,,27925.0
27065.0,12.0,12.0,,,27065.0
31102.0,14.0,14.0,,,31102.0
30481.0,27.0,27.0,,,30481.0
42217.0,9.0,9.0,,,42217.0
27182.0,12.0,12.0,,,27182.0
23003.0,8.0,8.0,,,23003.0
43505.0,13.0,13.0,,,43505.0
27053.0,8.0,8.0,,,27053.0
37052.0,10.0,10.0,0.1951,,37052.0
79150.0,,,,,79150.0
55357.0,15.0,15.0,,,55357.0
23417.0,15.0,15.0,,,23417.0
23925.0,20.0,20.0,,,23925.0
48966.0,11.0,11.0,,,48966.0
43189.0,11.0,11.0,,,43189.0
28806.0,20.0,20.0,0.5934,0.5332,28806.0
35113.0,10.0,10.0,0.5843,0.5673,35113.0
21891.0,,,,,21891.0
38673.0,16.0,16.0,,,38673.0
46022.0,3.0,3.0,,,46022.0
24244.0,50.0,50.0,,,24244.0
13265.0,20.0,20.0,,,13265.0
30329.0,11.0,11.0,,,30329.0
,,,,,
48341.0,15.0,15.0,,,48341.0
37966.0,20.0,20.0,,,37966.0
19819.0,15.0,15.0,,,19819.0
61574.0,16.0,16.0,,0.7647,61574.0
28725.0,12.0,12.0,0.6916,,28725.0
,,,,,
41677.0,10.0,10.0,,0.8264,41677.0
25442.0,20.0,20.0,,,25442.0
34096.0,35.0,35.0,,,34096.0
44797.0,18.0,18.0,,,44797.0
26652.0,26.0,26.0,,,26652.0
46851.0,30.0,30.0,,,46851.0
20125.0,25.0,25.0,,,20125.0
50667.0,10.0,10.0,,,50667.0
38015.0,34.0,34.0,,,38015.0
37542.0,43.0,43.0,,,37542.0
39003.0,24.0,24.0,0.4286,,39003.0
34849.0,20.0,20.0,,,34849.0
17821.0,15.0,15.0,,,17821.0
34432.0,8.0,8.0,,,34432.0
24367.0,21.0,21.0,,,24367.0
20144.0,8.0,8.0,,,20144.0
36368.0,23.0,23.0,,,36368.0
29898.0,8.0,8.0,,,29898.0
30453.0,13.0,13.0,,,30453.0
,10.0,10.0,,,
43011.0,12.0,12.0,,,43011.0
,12.0,12.0,,,
30033.0,12.0,12.0,,,30033.0
,13.0,13.0,,0.8571,
33193.0,21.0,21.0,,,33193.0
,,,,,
22284.0,15.0,15.0,,,22284.0
,12.0,12.0,,,
31914.0,16.0,16.0,,,31914.0
45062.0,10.0,10.0,,,45062.0
42217.0,13.0,13.0,,,42217.0
36545.0,18.0,18.0,0.5789,,36545.0
38212.0,3.0,3.0,,,38212.0
30941.0,10.0,10.0,,,30941.0
31349.0,23.0,23.0,,,31349.0
26832.0,12.0,12.0,,,26832.0
,4.0,4.0,,,
27170.0,5.0,5.0,,,27170.0
42021.0,11.0,11.0,,,42021.0
31625.0,4.0,4.0,,,31625.0
30188.0,10.0,10.0,,,30188.0
56446.0,25.0,25.0,,0.619,56446.0
22377.0,24.0,24.0,,,22377.0
21033.0,18.0,18.0,0.5116,,21033.0
24591.0,21.0,21.0,,,24591.0
12635.0,17.0,17.0,,,12635.0
15501.0,13.0,13.0,,,15501.0
19878.0,11.0,11.0,0.6911,,19878.0
22893.0,11.0,11.0,,,22893.0
23696.0,18.0,18.0,,,23696.0
26401.0,20.0,20.0,,,26401.0
,17.0,17.0,0.11,,
31349.0,14.0,14.0,0.4373,,31349.0
13862.0,7.0,7.0,,,13862.0
57529.0,14.0,14.0,,0.7705,57529.0
19484.0,7.0,7.0,,,19484.0
22354.0,9.0,9.0,,,22354.0
21685.0,10.0,10.0,,,21685.0
25930.0,15.0,15.0,,,25930.0
25930.0,10.0,10.0,,,25930.0
,7.0,7.0,,,
31167.0,29.0,29.0,0.5625,0.6794,31167.0
78466.0,21.0,21.0,0.6883,0.8808,78466.0
78466.0,15.0,15.0,0.5422,0.8835,78466.0
24794.0,22.0,22.0,,,24794.0
24070.0,24.0,24.0,,,24070.0
24900.0,24.0,24.0,0.6846,,24900.0
25223.0,16.0,16.0,,,25223.0
35348.0,20.0,20.0,,,35348.0
40823.0,25.0,25.0,,,40823.0
26209.0,15.0,15.0,0.8125,,26209.0
20948.0,19.0,19.0,,,20948.0
59029.0,15.0,15.0,,,59029.0
41169.0,15.0,15.0,,0.7778,41169.0
33070.0,28.0,28.0,,,33070.0
56561.0,25.0,25.0,,,56561.0
18991.0,24.0,24.0,,,18991.0
30048.0,8.0,8.0,0.2615,,30048.0
45665.0,15.0,15.0,0.3175,,45665.0
35447.0,11.0,11.0,0.2742,,35447.0
39645.0,34.0,34.0,0.5122,,39645.0
32986.0,20.0,20.0,,,32986.0
32986.0,27.0,27.0,,,32986.0
32986.0,18.0,18.0,,,32986.0
,,,,,
22058.0,16.0,16.0,,,22058.0
26885.0,15.0,15.0,,,26885.0
,,,,,
23784.0,10.0,10.0,,,23784.0
25459.0,10.0,10.0,,,25459.0
33444.0,3.0,3.0,,,33444.0
40175.0,8.0,8.0,,,40175.0
,10.0,10.0,,1.0,
19921.0,15.0,15.0,,,19921.0
24977.0,20.0,20.0,,,24977.0
38382.0,7.0,7.0,,,38382.0
32754.0,17.0,17.0,,,32754.0
44136.0,8.0,8.0,,,44136.0
39271.0,27.0,27.0,,0.9407,39271.0
16212.0,20.0,20.0,,,16212.0
34891.0,12.0,12.0,,,34891.0
24509.0,8.0,8.0,,,24509.0
26900.0,16.0,16.0,,,26900.0
35889.0,7.0,7.0,,,35889.0
40504.0,5.0,5.0,,,40504.0
38008.0,7.0,7.0,,,38008.0
23338.0,15.0,15.0,,,23338.0
47270.0,10.0,10.0,,0.5242,47270.0
24022.0,19.0,19.0,,,24022.0
38550.0,12.0,12.0,,,38550.0
31141.0,18.0,18.0,,,31141.0
31141.0,22.0,22.0,,,31141.0
29420.0,12.0,12.0,0.5758,0.5192,29420.0
,,,,,
44356.0,19.0,19.0,,,44356.0
40768.0,18.0,18.0,,,40768.0
34961.0,14.0,14.0,0.5,,34961.0
,16.0,16.0,0.0,0.7333,
16515.0,15.0,15.0,,,16515.0
,,,,,
30224.0,15.0,15.0,,,30224.0
47597.0,17.0,17.0,0.5601,0.7035,47597.0
24366.0,35.0,35.0,,0.8595,24366.0
36909.0,15.0,15.0,0.2727,0.9429,36909.0
27193.0,15.0,15.0,,,27193.0
39260.0,12.0,12.0,1.0,,39260.0
40416.0,4.0,4.0,,,40416.0
38718.0,12.0,12.0,,,38718.0
20249.0,20.0,20.0,,,20249.0
16266.0,11.0,11.0,,,16266.0
33070.0,20.0,20.0,0.5267,,33070.0
,1.0,1.0,,,
33193.0,18.0,18.0,,,33193.0
30848.0,25.0,25.0,,,30848.0
12610.0,25.0,25.0,,,12610.0
33281.0,13.0,13.0,,,33281.0
25328.0,15.0,15.0,,,25328.0
27688.0,17.0,17.0,,,27688.0
44956.0,36.0,36.0,,,44956.0
53598.0,28.0,28.0,0.7808,,53598.0
55017.0,7.0,7.0,0.875,0.5663,55017.0
40187.0,18.0,18.0,,,40187.0
11575.0,30.0,30.0,,,11575.0
,15.0,15.0,,,
,29.0,29.0,0.3333,,
,,,,,
,5.0,5.0,,,
32044.0,13.0,13.0,,,32044.0
18157.0,17.0,17.0,,,18157.0
37533.0,23.0,23.0,,,37533.0
37533.0,17.0,17.0,,,37533.0
37533.0,17.0,17.0,,,37533.0
29576.0,45.0,45.0,,,29576.0
,,,,,
35529.0,10.0,10.0,0.0,,35529.0
40420.0,22.0,22.0,,,40420.0
17034.0,16.0,16.0,,,17034.0
24728.0,18.0,18.0,,,24728.0
38673.0,21.0,21.0,,,38673.0
25078.0,12.0,12.0,,,25078.0
,25.0,25.0,0.0,0.78,
27035.0,25.0,25.0,,,27035.0
,15.0,15.0,0.4667,,
44349.0,14.0,14.0,,,44349.0
61480.0,13.0,13.0,0.6727,,61480.0
61480.0,13.0,13.0,0.6094,,61480.0
30237.0,10.0,10.0,,,30237.0
43956.0,10.0,10.0,,,43956.0
48116.0,6.0,6.0,,,48116.0
49686.0,10.0,10.0,,0.7949,49686.0
31678.0,4.0,4.0,,,31678.0
34938.0,15.0,15.0,,0.2222,34938.0
32281.0,25.0,25.0,,,32281.0
16194.0,14.0,14.0,,,16194.0
17390.0,18.0,18.0,,,17390.0
23921.0,15.0,15.0,,,23921.0
28953.0,15.0,15.0,,,28953.0
32014.0,10.0,10.0,,,32014.0
43780.0,3.0,3.0,,,43780.0
23743.0,22.0,22.0,,,23743.0
37526.0,17.0,17.0,,,37526.0
46485.0,11.0,11.0,,,46485.0
32219.0,4.0,4.0,,,32219.0
22437.0,25.0,25.0,,,22437.0
40584.0,24.0,24.0,,,40584.0
37678.0,7.0,7.0,,,37678.0
,4.0,4.0,0.0,,
,2.0,2.0,,,
19880.0,15.0,15.0,,,19880.0
31123.0,26.0,26.0,,,31123.0
23589.0,17.0,17.0,,,23589.0
49016.0,12.0,12.0,,,49016.0
31553.0,12.0,12.0,,,31553.0
22786.0,10.0,10.0,,,22786.0
27035.0,25.0,25.0,,,27035.0
28311.0,7.0,7.0,,0.6,28311.0
33928.0,17.0,17.0,0.3422,,33928.0
21432.0,20.0,20.0,,,21432.0
16138.0,1.0,1.0,,,16138.0
36700.0,5.0,5.0,,,36700.0
24336.0,22.0,22.0,,,24336.0
,,,,,
36788.0,22.0,22.0,0.2592,,36788.0
44689.0,10.0,10.0,,,44689.0
35776.0,8.0,8.0,,,35776.0
70266.0,,,,,70266.0
59247.0,20.0,20.0,0.6145,0.9239,59247.0
37423.0,15.0,15.0,,,37423.0
,12.0,12.0,,,
63612.0,17.0,17.0,,,63612.0
,12.0,12.0,,,
47039.0,27.0,27.0,,,47039.0
,6.0,6.0,,,
,19.0,19.0,,,
31349.0,30.0,30.0,0.3051,,31349.0
41880.0,12.0,12.0,,,41880.0
42189.0,35.0,35.0,0.0,,42189.0
25853.0,7.0,7.0,0.3333,,25853.0
,10.0,10.0,,,
61575.0,13.0,13.0,,,61575.0
19950.0,3.0,3.0,,,19950.0
31141.0,22.0,22.0,,,31141.0
26606.0,10.0,10.0,,,26606.0
34266.0,16.0,16.0,,,34266.0
48281.0,10.0,10.0,,,48281.0
24967.0,35.0,35.0,,,24967.0
24801.0,15.0,15.0,,,24801.0
26029.0,19.0,19.0,,,26029.0
26209.0,9.0,9.0,0.7857,,26209.0
26446.0,14.0,14.0,,,26446.0
57165.0,8.0,8.0,0.0,0.2444,57165.0
38752.0,18.0,18.0,,,38752.0
41472.0,21.0,21.0,,,41472.0
,,,,,
24407.0,12.0,12.0,,,24407.0
55344.0,14.0,14.0,,,55344.0
34186.0,17.0,17.0,,,34186.0
41270.0,15.0,15.0,,,41270.0
90232.0,9.0,9.0,,,90232.0
19098.0,18.0,18.0,,,19098.0
26965.0,12.0,12.0,,,26965.0
32069.0,16.0,16.0,,,32069.0
38232.0,3.0,3.0,,,38232.0
,17.0,17.0,,,
,15.0,15.0,,,
35994.0,10.0,10.0,,0.1917,35994.0
48452.0,17.0,17.0,,,48452.0
26589.0,9.0,9.0,,,26589.0
26258.0,7.0,7.0,,,26258.0
40517.0,3.0,3.0,,0.7895,40517.0
31460.0,8.0,8.0,,,31460.0
37200.0,8.0,8.0,,0.4,37200.0
37242.0,5.0,5.0,,1.0,37242.0
52545.0,5.0,5.0,,1.0,52545.0
56508.0,16.0,16.0,,0.5,56508.0
22821.0,9.0,9.0,,,22821.0
60918.0,5.0,5.0,1.0,0.2581,60918.0
29463.0,9.0,9.0,0.1667,0.5,29463.0
37590.0,18.0,18.0,,,37590.0
32473.0,35.0,35.0,,,32473.0
,1.0,1.0,,0.2736,
47886.0,5.0,5.0,,,47886.0
62185.0,12.0,12.0,,,62185.0
39581.0,6.0,6.0,,,39581.0
57794.0,11.0,11.0,,1.0,57794.0
49509.0,21.0,21.0,,,49509.0
53233.0,12.0,12.0,,1.0,53233.0
48129.0,14.0,14.0,,1.0,48129.0
47733.0,30.0,30.0,,,47733.0
63394.0,19.0,19.0,,1.0,63394.0
68647.0,15.0,15.0,,,68647.0
31601.0,7.0,7.0,0.2424,,31601.0
,21.0,21.0,,,
33656.0,10.0,10.0,,,33656.0
38002.0,12.0,12.0,,,38002.0
49073.0,6.0,6.0,,,49073.0
43749.0,5.0,5.0,,,43749.0
28918.0,12.0,12.0,,,28918.0
33875.0,21.0,21.0,,,33875.0
33208.0,22.0,22.0,,,33208.0
29728.0,5.0,5.0,,,29728.0
38465.0,10.0,10.0,,,38465.0
49311.0,12.0,12.0,,,49311.0
32209.0,8.0,8.0,,,32209.0
54322.0,10.0,10.0,,,54322.0
60347.0,10.0,10.0,,1.0,60347.0
36531.0,8.0,8.0,,0.5333,36531.0
48881.0,17.0,17.0,,,48881.0
47765.0,15.0,15.0,,0.6333,47765.0
46756.0,10.0,10.0,,,46756.0
38161.0,11.0,11.0,,0.5536,38161.0
44566.0,24.0,24.0,,,44566.0
56364.0,2.0,2.0,,,56364.0
34858.0,2.0,2.0,,,34858.0
38737.0,17.0,17.0,,0.7037,38737.0
49311.0,7.0,7.0,,,49311.0
33193.0,12.0,12.0,,,33193.0
17431.0,,,,,17431.0
17340.0,17.0,17.0,,,17340.0
24632.0,19.0,19.0,,,24632.0
55027.0,13.0,13.0,,,55027.0
20136.0,4.0,4.0,,,20136.0
26381.0,15.0,15.0,,,26381.0
49130.0,8.0,8.0,,0.8049,49130.0
,6.0,6.0,,,
41223.0,12.0,12.0,,,41223.0
72275.0,10.0,10.0,,1.0,72275.0
36095.0,8.0,8.0,,,36095.0
22139.0,16.0,16.0,,,22139.0
31186.0,15.0,15.0,,,31186.0
38284.0,7.0,7.0,,,38284.0
28050.0,14.0,14.0,,,28050.0
32286.0,3.0,3.0,,,32286.0
36203.0,10.0,10.0,,,36203.0
46611.0,13.0,13.0,,,46611.0
21685.0,10.0,10.0,,,21685.0
24632.0,15.0,15.0,,,24632.0
24632.0,14.0,14.0,,,24632.0
24632.0,10.0,10.0,,,24632.0
25930.0,19.0,19.0,0.8,,25930.0
37752.0,6.0,6.0,0.0,,37752.0
32473.0,35.0,35.0,,,32473.0
,,,,,
24480.0,14.0,14.0,,,24480.0
,13.0,13.0,0.0,0.3182,
46396.0,23.0,23.0,,,46396.0
30227.0,25.0,25.0,,,30227.0
42490.0,29.0,29.0,,,42490.0
30899.0,11.0,11.0,,,30899.0
44873.0,18.0,18.0,,,44873.0
49667.0,10.0,10.0,,,49667.0
