MD_EARN_WNE_P10,STUFACR,STUFACR,C150_4,ADM_RATE,MD_EARN_WNE_P10
80257.0,8.0,8.0,0.9372,0.0693,80257.0
54681.0,16.0,16.0,,0.9109,54681.0
,15.0,15.0,0.6053,0.875,
63727.0,12.0,12.0,0.7791,0.797,63727.0
,,,,,
49714.0,11.0,11.0,0.4332,0.8232,49714.0
77449.0,13.0,13.0,0.6756,0.8885,77449.0
51953.0,8.0,8.0,,,51953.0
53788.0,8.0,8.0,,,53788.0
45538.0,7.0,7.0,,,45538.0
,,,,,
73721.0,10.0,10.0,0.7304,0.8221,73721.0
39016.0,11.0,11.0,0.4231,0.8243,39016.0
50798.0,10.0,10.0,,,50798.0
22727.0,20.0,20.0,,,22727.0
100423.0,10.0,10.0,0.9063,0.2339,100423.0
63504.0,6.0,6.0,,,63504.0
67918.0,10.0,10.0,0.7413,0.8808,67918.0
58537.0,12.0,12.0,0.5962,0.7557,58537.0
55598.0,15.0,15.0,,,55598.0
61258.0,20.0,20.0,0.7164,0.8785,61258.0
56487.0,11.0,11.0,,0.7333,56487.0
53861.0,12.0,12.0,0.6216,0.7528,53861.0
,,,,,
37439.0,17.0,17.0,,,37439.0
70920.0,11.0,11.0,0.6786,0.8769,70920.0
63454.0,13.0,13.0,0.5936,0.9414,63454.0
,11.0,11.0,,0.3889,
43326.0,13.0,13.0,0.5039,0.9405,43326.0
,7.0,7.0,0.8889,,
61012.0,13.0,13.0,0.6492,0.9561,61012.0
40672.0,9.0,9.0,,,40672.0
93487.0,6.0,6.0,0.9499,0.0506,93487.0
90008.0,13.0,13.0,0.8252,0.6881,90008.0
43418.0,14.0,14.0,0.5851,0.8343,43418.0
48684.0,12.0,12.0,0.5023,0.7448,48684.0
53085.0,13.0,13.0,,,53085.0
87054.0,11.0,11.0,0.8561,0.5278,87054.0
56318.0,11.0,11.0,0.4389,0.8753,56318.0
42659.0,17.0,17.0,,,42659.0
69743.0,17.0,17.0,0.7159,0.7639,69743.0
68140.0,9.0,9.0,0.9101,0.1742,68140.0
70266.0,14.0,14.0,0.6639,0.9099,70266.0
72975.0,13.0,13.0,0.7555,0.6953,72975.0
23589.0,17.0,17.0,,,23589.0
42210.0,9.0,9.0,0.3137,,42210.0
39225.0,14.0,14.0,,,39225.0
30497.0,15.0,15.0,0.0815,0.4336,30497.0
42101.0,14.0,14.0,0.6033,0.4539,42101.0
45898.0,12.0,12.0,0.437,0.8675,45898.0
35090.0,12.0,12.0,,,35090.0
31902.0,17.0,17.0,0.198,0.6778,31902.0
44354.0,12.0,12.0,0.6916,,44354.0
47756.0,12.0,12.0,0.5967,0.5118,47756.0
25812.0,15.0,15.0,,,25812.0
56416.0,16.0,16.0,0.6466,0.7569,56416.0
21229.0,16.0,16.0,,,21229.0
32141.0,13.0,13.0,,,32141.0
72085.0,11.0,11.0,0.7037,0.9858,72085.0
40304.0,13.0,13.0,0.5,0.78,40304.0
71513.0,16.0,16.0,0.8532,0.4298,71513.0
30180.0,10.0,10.0,0.119,,30180.0
40117.0,12.0,12.0,0.4173,0.9408,40117.0
38951.0,13.0,13.0,0.7,0.4822,38951.0
41338.0,11.0,11.0,0.5548,0.9812,41338.0
40867.0,9.0,9.0,0.5714,0.5557,40867.0
25351.0,14.0,14.0,,,25351.0
53459.0,15.0,15.0,0.4638,0.5325,53459.0
32748.0,17.0,17.0,,,32748.0
43888.0,13.0,13.0,0.3923,0.8291,43888.0
68635.0,9.0,9.0,0.8541,0.6702,68635.0
39473.0,17.0,17.0,0.172,,39473.0
35507.0,23.0,23.0,,,35507.0
25542.0,20.0,20.0,,,25542.0
25088.0,20.0,20.0,,,25088.0
42396.0,16.0,16.0,0.449,0.674,42396.0
44999.0,11.0,11.0,0.2539,0.8947,44999.0
88420.0,8.0,8.0,,,88420.0
38701.0,17.0,17.0,,,38701.0
30614.0,10.0,10.0,0.2385,,30614.0
48040.0,14.0,14.0,0.4947,0.7531,48040.0
43035.0,13.0,13.0,0.5365,0.7606,43035.0
35761.0,13.0,13.0,,,35761.0
35768.0,11.0,11.0,,,35768.0
60194.0,11.0,11.0,0.6341,0.5939,60194.0
45603.0,15.0,15.0,0.4237,0.7562,45603.0
48088.0,14.0,14.0,0.3846,0.8003,48088.0
62177.0,18.0,18.0,0.7832,0.6405,62177.0
39426.0,16.0,16.0,,0.762,39426.0
31360.0,14.0,14.0,,0.7091,31360.0
42437.0,16.0,16.0,,0.7186,42437.0
33699.0,15.0,15.0,,0.8008,33699.0
47258.0,16.0,16.0,0.4797,0.7863,47258.0
38262.0,17.0,17.0,0.3436,0.839,38262.0
48587.0,15.0,15.0,0.4321,0.7858,48587.0
,,,,,
42895.0,18.0,18.0,0.3556,0.8213,42895.0
37097.0,18.0,18.0,,,37097.0
32603.0,15.0,15.0,,,32603.0
40101.0,19.0,19.0,,,40101.0
38253.0,20.0,20.0,,,38253.0
35339.0,13.0,13.0,0.36,,35339.0
29935.0,9.0,9.0,,,29935.0
47185.0,12.0,12.0,0.6093,0.6976,47185.0
68964.0,11.0,11.0,0.825,0.6018,68964.0
37257.0,19.0,19.0,,,37257.0
59217.0,12.0,12.0,0.7553,0.6579,59217.0
23641.0,7.0,7.0,,,23641.0
46674.0,18.0,18.0,0.443,0.9664,46674.0
50970.0,18.0,18.0,0.4869,0.7891,50970.0
53728.0,12.0,12.0,0.5337,0.7477,53728.0
29547.0,12.0,12.0,,,29547.0
45473.0,17.0,17.0,,,45473.0
,12.0,12.0,,,
50743.0,13.0,13.0,,,50743.0
48179.0,13.0,13.0,0.5673,0.6839,48179.0
37325.0,6.0,6.0,0.3333,,37325.0
,5.0,5.0,,1.0,
47618.0,16.0,16.0,0.508,0.7814,47618.0
22517.0,10.0,10.0,0.0641,,22517.0
53492.0,11.0,11.0,0.2681,0.7558,53492.0
,10.0,10.0,,,
72257.0,12.0,12.0,0.5589,0.8269,72257.0
55070.0,18.0,18.0,0.5926,0.8608,55070.0
20948.0,16.0,16.0,0.0952,,20948.0
54521.0,17.0,17.0,0.5926,0.7595,54521.0
,4.0,4.0,,,
31546.0,7.0,7.0,0.0625,,31546.0
46709.0,11.0,11.0,,,46709.0
31843.0,11.0,11.0,,,31843.0
51926.0,14.0,14.0,0.5722,0.9946,51926.0
40240.0,9.0,9.0,,,40240.0
41216.0,5.0,5.0,0.25,,41216.0
27828.0,12.0,12.0,,,27828.0
40540.0,20.0,20.0,,,40540.0
44301.0,14.0,14.0,0.4324,0.9382,44301.0
72529.0,7.0,7.0,0.5846,0.4093,72529.0
55930.0,12.0,12.0,0.7247,0.9627,55930.0
47482.0,17.0,17.0,0.4499,0.8879,47482.0
54434.0,13.0,13.0,0.5146,,54434.0
48382.0,10.0,10.0,0.5624,0.7978,48382.0
37598.0,13.0,13.0,,,37598.0
57478.0,9.0,9.0,0.5982,0.8746,57478.0
,14.0,14.0,,,
,10.0,10.0,,,
36671.0,20.0,20.0,,,36671.0
40256.0,19.0,19.0,,,40256.0
31599.0,34.0,34.0,,0.952,31599.0
39131.0,18.0,18.0,,,39131.0
57687.0,16.0,16.0,0.4855,0.6621,57687.0
55541.0,13.0,13.0,0.693,0.7112,55541.0
36829.0,17.0,17.0,,,36829.0
28806.0,10.0,10.0,0.7368,,28806.0
36132.0,23.0,23.0,,,36132.0
44859.0,16.0,16.0,0.5514,0.8526,44859.0
25954.0,25.0,25.0,,,25954.0
35069.0,19.0,19.0,,,35069.0
22193.0,20.0,20.0,,,22193.0
45454.0,12.0,12.0,0.561,0.7097,45454.0
42198.0,8.0,8.0,0.5926,,42198.0
47485.0,13.0,13.0,0.6975,0.9119,47485.0
31591.0,20.0,20.0,,,31591.0
40469.0,13.0,13.0,,,40469.0
36106.0,20.0,20.0,,,36106.0
36449.0,12.0,12.0,,,36449.0
35224.0,19.0,19.0,,,35224.0
46902.0,15.0,15.0,,0.6087,46902.0
40596.0,10.0,10.0,0.6565,0.6321,40596.0
30461.0,16.0,16.0,,,30461.0
59831.0,11.0,11.0,0.4633,0.608,59831.0
36642.0,16.0,16.0,0.386,,36642.0
31670.0,15.0,15.0,0.1788,,31670.0
35594.0,11.0,11.0,0.1809,0.9956,35594.0
43222.0,12.0,12.0,0.6285,0.7259,43222.0
49956.0,8.0,8.0,0.5085,0.7848,49956.0
33497.0,25.0,25.0,,,33497.0
38924.0,12.0,12.0,0.3028,0.8026,38924.0
49279.0,12.0,12.0,0.5327,0.695,49279.0
36720.0,14.0,14.0,,,36720.0
22652.0,20.0,20.0,,,22652.0
,,,,,
31192.0,20.0,20.0,,,31192.0
48458.0,17.0,17.0,0.4826,0.946,48458.0
,,,,,
48541.0,16.0,16.0,0.5459,0.7254,48541.0
,,,,,
38837.0,20.0,20.0,,,38837.0
40397.0,23.0,23.0,,,40397.0
40869.0,20.0,20.0,,,40869.0
46396.0,20.0,20.0,,,46396.0
38519.0,20.0,20.0,,,38519.0
38514.0,12.0,12.0,,,38514.0
29074.0,11.0,11.0,,,29074.0
40368.0,13.0,13.0,,,40368.0
66651.0,9.0,9.0,0.8501,0.5391,66651.0
35272.0,15.0,15.0,,,35272.0
39407.0,17.0,17.0,,,39407.0
30796.0,22.0,22.0,,,30796.0
34071.0,16.0,16.0,,,34071.0
38700.0,20.0,20.0,,,38700.0
64911.0,10.0,10.0,0.8148,0.5232,64911.0
31949.0,6.0,6.0,,,31949.0
35551.0,20.0,20.0,,,35551.0
40322.0,15.0,15.0,,,40322.0
38383.0,15.0,15.0,,,38383.0
37235.0,20.0,20.0,,,37235.0
38440.0,18.0,18.0,,,38440.0
53723.0,15.0,15.0,0.5173,0.6578,53723.0
,,,,,
45989.0,10.0,10.0,0.5,0.6074,45989.0
51151.0,16.0,16.0,0.5235,0.8265,51151.0
60249.0,18.0,18.0,0.7258,0.6841,60249.0
44213.0,15.0,15.0,0.5263,0.8844,44213.0
19913.0,20.0,20.0,,,19913.0
42730.0,14.0,14.0,0.3243,,42730.0
48501.0,18.0,18.0,0.6015,0.781,48501.0
49378.0,22.0,22.0,0.6127,0.7087,49378.0
34553.0,20.0,20.0,,,34553.0
44367.0,16.0,16.0,0.3395,0.8108,44367.0
53990.0,8.0,8.0,0.6657,0.5255,53990.0
91565.0,7.0,7.0,0.9277,0.0667,91565.0
41150.0,24.0,24.0,,,41150.0
37085.0,17.0,17.0,,,37085.0
32194.0,11.0,11.0,,,32194.0
55736.0,13.0,13.0,0.6032,0.6579,55736.0
45762.0,12.0,12.0,,,45762.0
41302.0,19.0,19.0,,,41302.0
,16.0,16.0,,,
37301.0,17.0,17.0,,,37301.0
50116.0,18.0,18.0,0.4077,0.7914,50116.0
44644.0,18.0,18.0,0.2381,,44644.0
36674.0,30.0,30.0,,,36674.0
36783.0,14.0,14.0,0.4083,,36783.0
61296.0,11.0,11.0,0.7304,0.5437,61296.0
43177.0,18.0,18.0,0.1414,,43177.0
,,,,,
24801.0,15.0,15.0,,,24801.0
74220.0,8.0,8.0,,,74220.0
,4.0,4.0,0.0,0.7,
,,,,,
65793.0,15.0,15.0,0.8143,0.4588,65793.0
35086.0,18.0,18.0,,,35086.0
46318.0,35.0,35.0,,,46318.0
31349.0,26.0,26.0,0.4773,,31349.0
35765.0,15.0,15.0,,0.6857,35765.0
45910.0,13.0,13.0,0.3706,,45910.0
40995.0,13.0,13.0,,,40995.0
27724.0,6.0,6.0,,,27724.0
39092.0,15.0,15.0,,,39092.0
38696.0,17.0,17.0,,,38696.0
60883.0,18.0,18.0,0.3889,0.8574,60883.0
20270.0,25.0,25.0,,,20270.0
45809.0,19.0,19.0,,,45809.0
51865.0,18.0,18.0,0.3507,0.8797,51865.0
28693.0,17.0,17.0,,,28693.0
56807.0,17.0,17.0,0.5662,0.9137,56807.0
43503.0,13.0,13.0,0.3667,0.5,43503.0
45866.0,21.0,21.0,,,45866.0
,,,,,
58285.0,12.0,12.0,0.7197,0.587,58285.0
38656.0,11.0,11.0,0.1619,,38656.0
52788.0,14.0,14.0,0.4191,0.677,52788.0
45515.0,14.0,14.0,0.2995,0.9148,45515.0
50296.0,20.0,20.0,0.4273,0.8645,50296.0
41714.0,22.0,22.0,0.3468,,41714.0
35212.0,21.0,21.0,,,35212.0
36156.0,30.0,30.0,0.7473,,36156.0
36156.0,30.0,30.0,0.6425,,36156.0
,,,,,
20397.0,9.0,9.0,,,20397.0
33415.0,11.0,11.0,0.064,,33415.0
22139.0,8.0,8.0,,,22139.0
37179.0,19.0,19.0,,,37179.0
37233.0,13.0,13.0,0.3357,,37233.0
,4.0,4.0,,,
40873.0,20.0,20.0,0.241,,40873.0
40183.0,18.0,18.0,0.6639,0.5289,40183.0
54771.0,16.0,16.0,0.5791,0.8825,54771.0
38567.0,16.0,16.0,0.2526,,38567.0
39572.0,16.0,16.0,,,39572.0
55933.0,15.0,15.0,0.4931,0.8448,55933.0
59004.0,15.0,15.0,0.5374,0.6937,59004.0
39254.0,19.0,19.0,,,39254.0
53551.0,18.0,18.0,0.3088,0.8842,53551.0
54467.0,16.0,16.0,0.233,0.8213,54467.0
62377.0,21.0,21.0,0.6308,0.6624,62377.0
38382.0,25.0,25.0,,,38382.0
48376.0,10.0,10.0,0.3211,0.6229,48376.0
42937.0,16.0,16.0,0.3172,0.5194,42937.0
56733.0,13.0,13.0,0.5322,0.942,56733.0
38885.0,14.0,14.0,,,38885.0
32992.0,12.0,12.0,0.1599,,32992.0
30187.0,10.0,10.0,,0.8621,30187.0
37975.0,18.0,18.0,,,37975.0
49652.0,20.0,20.0,0.377,0.8373,49652.0
36587.0,22.0,22.0,,,36587.0
37120.0,18.0,18.0,,,37120.0
17986.0,20.0,20.0,,,17986.0
33934.0,26.0,26.0,0.3755,,33934.0
48386.0,19.0,19.0,0.4945,0.4788,48386.0
42178.0,13.0,13.0,,,42178.0
57103.0,13.0,13.0,0.6692,0.4883,57103.0
46396.0,28.0,28.0,,,46396.0
53787.0,12.0,12.0,0.4875,0.8159,53787.0
39639.0,16.0,16.0,0.2526,,39639.0
56132.0,17.0,17.0,0.4987,0.9567,56132.0
39163.0,15.0,15.0,,,39163.0
48779.0,13.0,13.0,0.3732,0.565,48779.0
78724.0,8.0,8.0,,,78724.0
43958.0,14.0,14.0,0.2428,,43958.0
55747.0,16.0,16.0,0.4101,0.9243,55747.0
23040.0,7.0,7.0,,,23040.0
36657.0,10.0,10.0,0.6667,,36657.0
27035.0,25.0,25.0,,,27035.0
26381.0,11.0,11.0,,,26381.0
38716.0,21.0,21.0,,,38716.0
42466.0,21.0,21.0,0.1813,,42466.0
57010.0,23.0,23.0,0.5892,0.7913,57010.0
37870.0,17.0,17.0,,,37870.0
,,,,,
53474.0,30.0,30.0,,,53474.0
42026.0,21.0,21.0,0.2346,,42026.0
31055.0,15.0,15.0,,,31055.0
26885.0,20.0,20.0,,,26885.0
48675.0,11.0,11.0,0.385,,48675.0
49620.0,19.0,19.0,0.5282,0.877,49620.0
41900.0,24.0,24.0,,,41900.0
36072.0,13.0,13.0,,,36072.0
36515.0,25.0,25.0,,,36515.0
29288.0,20.0,20.0,0.2893,0.5728,29288.0
45411.0,16.0,16.0,0.4147,0.7607,45411.0
35552.0,18.0,18.0,,,35552.0
58327.0,11.0,11.0,,,58327.0
89718.0,6.0,6.0,0.9363,0.0868,89718.0
58826.0,14.0,14.0,0.6508,0.851,58826.0
38224.0,18.0,18.0,,,38224.0
59224.0,14.0,14.0,0.6581,0.9671,59224.0
54211.0,20.0,20.0,0.5609,0.8463,54211.0
39711.0,24.0,24.0,0.2574,,39711.0
43062.0,23.0,23.0,0.3206,,43062.0
52228.0,15.0,15.0,0.4983,0.852,52228.0
21891.0,13.0,13.0,,,21891.0
56955.0,11.0,11.0,0.5597,0.8622,56955.0
41276.0,16.0,16.0,,,41276.0
25734.0,20.0,20.0,,,25734.0
,,,,,
29737.0,26.0,26.0,,,29737.0
31102.0,25.0,25.0,,,31102.0
78354.0,11.0,11.0,0.8231,0.5225,78354.0
24251.0,9.0,9.0,,,24251.0
35563.0,18.0,18.0,,,35563.0
46238.0,17.0,17.0,0.4167,0.8565,46238.0
56878.0,11.0,11.0,0.7158,0.4479,56878.0
49634.0,17.0,17.0,0.5307,0.8951,49634.0
56906.0,21.0,21.0,0.5586,0.877,56906.0
52946.0,12.0,12.0,0.4701,0.5362,52946.0
32672.0,15.0,15.0,0.0545,,32672.0
41871.0,12.0,12.0,0.2607,0.9707,41871.0
53040.0,17.0,17.0,0.4581,0.8706,53040.0
42727.0,19.0,19.0,,,42727.0
38678.0,18.0,18.0,,,38678.0
76860.0,,,,,76860.0
82206.0,5.0,5.0,,,82206.0
92961.0,10.0,10.0,,,92961.0
34647.0,18.0,18.0,,,34647.0
51450.0,16.0,16.0,0.4404,0.9655,51450.0
72097.0,18.0,18.0,0.8354,0.6265,72097.0
63199.0,24.0,24.0,0.5348,0.808,63199.0
75121.0,18.0,18.0,0.8779,0.3135,75121.0
68227.0,27.0,27.0,0.6959,0.8474,68227.0
50923.0,19.0,19.0,0.473,0.9992,50923.0
57053.0,15.0,15.0,0.4405,0.9387,57053.0
,,,,,
68424.0,14.0,14.0,0.8372,0.561,68424.0
33752.0,17.0,17.0,0.1591,,33752.0
93615.0,1.0,1.0,,,93615.0
53863.0,12.0,12.0,0.536,0.9183,53863.0
56073.0,18.0,18.0,0.3975,0.9471,56073.0
57131.0,24.0,24.0,0.5351,0.869,57131.0
38924.0,18.0,18.0,0.2625,0.968,38924.0
62454.0,21.0,21.0,0.6375,0.6734,62454.0
54053.0,14.0,14.0,0.3256,0.6093,54053.0
56544.0,16.0,16.0,0.482,0.9363,56544.0
71668.0,9.0,9.0,0.7576,0.3051,71668.0
88757.0,5.0,5.0,,,88757.0
92348.0,7.0,7.0,,,92348.0
38140.0,20.0,20.0,0.208,,38140.0
51222.0,32.0,32.0,,,51222.0
19880.0,9.0,9.0,,,19880.0
40464.0,14.0,14.0,,,40464.0
18831.0,14.0,14.0,,,18831.0
42382.0,13.0,13.0,,,42382.0
,16.0,16.0,,,
51838.0,8.0,8.0,0.1899,0.6972,51838.0
42397.0,21.0,21.0,0.226,,42397.0
50741.0,17.0,17.0,0.4502,0.9163,50741.0
42508.0,20.0,20.0,,,42508.0
44960.0,17.0,17.0,,,44960.0
33159.0,18.0,18.0,0.2392,,33159.0
38347.0,16.0,16.0,,,38347.0
75790.0,21.0,21.0,0.7865,0.6667,75790.0
52064.0,15.0,15.0,0.6637,0.3421,52064.0
32364.0,12.0,12.0,,,32364.0
29334.0,8.0,8.0,,,29334.0
41734.0,9.0,9.0,,,41734.0
44570.0,22.0,22.0,0.3556,,44570.0
,16.0,16.0,,,
16916.0,20.0,20.0,,,16916.0
26893.0,18.0,18.0,,,26893.0
37518.0,31.0,31.0,0.625,,37518.0
50630.0,14.0,14.0,0.2135,,50630.0
35032.0,12.0,12.0,,,35032.0
41022.0,21.0,21.0,0.4161,,41022.0
50296.0,22.0,22.0,0.5792,0.8385,50296.0
28178.0,8.0,8.0,,,28178.0
54022.0,19.0,19.0,0.5439,0.9373,54022.0
55486.0,25.0,25.0,0.3921,,55486.0
47867.0,16.0,16.0,,,47867.0
67170.0,18.0,18.0,0.6455,0.8913,67170.0
56287.0,21.0,21.0,0.4227,,56287.0
66215.0,8.0,8.0,0.6454,0.6975,66215.0
38289.0,9.0,9.0,0.6923,0.4531,38289.0
51061.0,16.0,16.0,0.5401,0.8051,51061.0
58386.0,14.0,14.0,0.645,0.5568,58386.0
36234.0,21.0,21.0,,,36234.0
25552.0,6.0,6.0,0.5714,0.8571,25552.0
40903.0,13.0,13.0,0.3817,0.7288,40903.0
76310.0,9.0,9.0,0.9354,0.1269,76310.0
65575.0,11.0,11.0,0.6106,0.8261,65575.0
,16.0,16.0,,,
61317.0,10.0,10.0,0.7445,0.8515,61317.0
,12.0,12.0,,,
30573.0,6.0,6.0,0.2963,0.9286,30573.0
,,,,,
50331.0,10.0,10.0,0.5442,0.4978,50331.0
62472.0,17.0,17.0,0.7576,0.5979,62472.0
19217.0,18.0,18.0,,,19217.0
46342.0,13.0,13.0,,0.7023,46342.0
51516.0,12.0,12.0,0.4599,0.7603,51516.0
42644.0,20.0,20.0,,,42644.0
48896.0,15.0,15.0,0.3146,0.6301,48896.0
53453.0,13.0,13.0,0.5783,0.9036,53453.0
73490.0,12.0,12.0,0.9095,0.335,73490.0
44498.0,21.0,21.0,0.5458,0.3234,44498.0
59399.0,8.0,8.0,,,59399.0
36627.0,18.0,18.0,,,36627.0
60509.0,13.0,13.0,0.7608,0.8535,60509.0
32568.0,18.0,18.0,0.264,,32568.0
34293.0,16.0,16.0,,,34293.0
31664.0,20.0,20.0,,,31664.0
,,,,,
25930.0,11.0,11.0,,,25930.0
47385.0,12.0,12.0,0.5775,0.9685,47385.0
54869.0,10.0,10.0,0.6261,0.9948,54869.0
32418.0,16.0,16.0,,,32418.0
44296.0,11.0,11.0,0.2816,0.843,44296.0
76343.0,16.0,16.0,0.7059,0.9,76343.0
39644.0,23.0,23.0,,,39644.0
67640.0,9.0,9.0,0.7527,0.3979,67640.0
59159.0,13.0,13.0,0.4632,0.7447,59159.0
40075.0,8.0,8.0,0.6563,0.724,40075.0
39529.0,20.0,20.0,,,39529.0
69954.0,17.0,17.0,0.8115,0.7831,69954.0
41223.0,22.0,22.0,,,41223.0
44813.0,18.0,18.0,0.6558,0.9929,44813.0
52347.0,13.0,13.0,0.6656,0.8779,52347.0
41000.0,25.0,25.0,,,41000.0
56380.0,10.0,10.0,0.5988,0.9594,56380.0
60122.0,10.0,10.0,,0.4,60122.0
44427.0,12.0,12.0,0.4513,,44427.0
60613.0,12.0,12.0,0.6877,0.8579,60613.0
67516.0,13.0,13.0,0.6059,0.8142,67516.0
69924.0,5.0,5.0,,,69924.0
32622.0,18.0,18.0,,,32622.0
26370.0,11.0,11.0,0.25,,26370.0
40025.0,28.0,28.0,,,40025.0
77821.0,7.0,7.0,,,77821.0
31657.0,12.0,12.0,,,31657.0
44666.0,18.0,18.0,0.3986,0.895,44666.0
53557.0,28.0,28.0,,,53557.0
54914.0,16.0,16.0,0.4826,0.9514,54914.0
33323.0,18.0,18.0,,,33323.0
36031.0,19.0,19.0,,,36031.0
71380.0,4.0,4.0,,,71380.0
40752.0,19.0,19.0,,,40752.0
53739.0,12.0,12.0,0.5396,0.9334,53739.0
17106.0,12.0,12.0,,,17106.0
58448.0,10.0,10.0,0.7399,0.8545,58448.0
53409.0,7.0,7.0,0.4973,0.9501,53409.0
36121.0,22.0,22.0,,,36121.0
32754.0,17.0,17.0,,,32754.0
41452.0,27.0,27.0,,0.7909,41452.0
77014.0,9.0,9.0,,,77014.0
76178.0,8.0,8.0,0.8798,0.2437,76178.0
66072.0,11.0,11.0,0.5,1.0,66072.0
58047.0,11.0,11.0,0.7134,0.7976,58047.0
65432.0,7.0,7.0,,,65432.0
58433.0,11.0,11.0,0.6256,0.8036,58433.0
,7.0,7.0,0.3158,,
50002.0,17.0,17.0,0.4608,0.9945,50002.0
32371.0,24.0,24.0,,,32371.0
34221.0,19.0,19.0,,,34221.0
22660.0,12.0,12.0,,,22660.0
40092.0,41.0,41.0,0.2813,,40092.0
51943.0,8.0,8.0,0.6119,0.7575,51943.0
37996.0,21.0,21.0,,,37996.0
38349.0,20.0,20.0,,,38349.0
,,,,,
45325.0,14.0,14.0,0.4494,0.7557,45325.0
32681.0,17.0,17.0,,,32681.0
81698.0,17.0,17.0,0.8642,0.5698,81698.0
38787.0,23.0,23.0,,,38787.0
58128.0,16.0,16.0,0.6451,0.91,58128.0
86863.0,15.0,15.0,0.9522,0.1866,86863.0
77369.0,10.0,10.0,0.7687,0.7106,77369.0
18710.0,17.0,17.0,,,18710.0
28396.0,14.0,14.0,0.8718,,28396.0
45543.0,12.0,12.0,0.379,0.8972,45543.0
38275.0,17.0,17.0,0.3913,0.8055,38275.0
50074.0,13.0,13.0,0.4399,0.8143,50074.0
94810.0,7.0,7.0,0.9483,0.1696,94810.0
34303.0,23.0,23.0,,,34303.0
56310.0,15.0,15.0,0.3049,,56310.0
49748.0,22.0,22.0,0.3056,,49748.0
43814.0,15.0,15.0,0.4025,,43814.0
61580.0,14.0,14.0,0.5226,0.9349,61580.0
43140.0,14.0,14.0,0.4401,,43140.0
69460.0,6.0,6.0,,,69460.0
27407.0,15.0,15.0,,,27407.0
42356.0,12.0,12.0,0.3922,,42356.0
41787.0,19.0,19.0,0.4451,,41787.0
46680.0,19.0,19.0,0.284,,46680.0
33696.0,6.0,6.0,0.5291,0.7113,33696.0
62489.0,13.0,13.0,,,62489.0
57897.0,19.0,19.0,0.4955,0.9612,57897.0
48144.0,12.0,12.0,0.2997,,48144.0
45434.0,15.0,15.0,,,45434.0
45320.0,17.0,17.0,0.4109,0.7437,45320.0
47532.0,21.0,21.0,0.3818,,47532.0
22925.0,17.0,17.0,,,22925.0
78892.0,12.0,12.0,0.8809,0.6974,78892.0
40865.0,14.0,14.0,0.393,,40865.0
50712.0,12.0,12.0,0.4077,,50712.0
29827.0,20.0,20.0,,,29827.0
49416.0,8.0,8.0,0.4495,,49416.0
47869.0,14.0,14.0,0.4005,,47869.0
52574.0,13.0,13.0,,,52574.0
49364.0,9.0,9.0,,,49364.0
31123.0,18.0,18.0,,,31123.0
50051.0,23.0,23.0,,,50051.0
50669.0,16.0,16.0,0.4371,,50669.0
40691.0,13.0,13.0,0.2585,,40691.0
23216.0,3.0,3.0,,,23216.0
47728.0,17.0,17.0,0.2797,,47728.0
54914.0,9.0,9.0,0.6751,0.9426,54914.0
43169.0,17.0,17.0,0.3115,,43169.0
57764.0,16.0,16.0,,,57764.0
66990.0,11.0,11.0,0.7179,0.889,66990.0
37078.0,14.0,14.0,0.4178,,37078.0
69594.0,9.0,9.0,0.7611,0.8266,69594.0
49782.0,9.0,9.0,0.6041,,49782.0
62092.0,11.0,11.0,0.6017,0.9504,62092.0
44486.0,32.0,32.0,0.3354,,44486.0
43307.0,17.0,17.0,0.249,,43307.0
64506.0,12.0,12.0,0.654,0.9071,64506.0
75272.0,10.0,10.0,0.7434,0.8515,75272.0
52009.0,14.0,14.0,,,52009.0
43505.0,17.0,17.0,0.3415,,43505.0
45039.0,14.0,14.0,,,45039.0
41984.0,17.0,17.0,0.352,,41984.0
38955.0,14.0,14.0,0.2903,,38955.0
20580.0,13.0,13.0,,,20580.0
47168.0,15.0,15.0,0.3271,,47168.0
43526.0,19.0,19.0,0.4348,,43526.0
61885.0,13.0,13.0,0.6279,,61885.0
68905.0,15.0,15.0,0.6201,0.831,68905.0
78466.0,21.0,21.0,0.8437,0.4752,78466.0
41127.0,13.0,13.0,0.3761,,41127.0
62569.0,17.0,17.0,0.6534,0.9269,62569.0
44092.0,13.0,13.0,0.4235,,44092.0
67589.0,9.0,9.0,0.9037,0.477,67589.0
58561.0,10.0,10.0,0.7568,0.9052,58561.0
43499.0,15.0,15.0,0.2667,,43499.0
49556.0,14.0,14.0,0.3385,0.6149,49556.0
,20.0,20.0,,,
37467.0,9.0,9.0,0.5854,1.0,37467.0
,5.0,5.0,,,
37962.0,7.0,7.0,,,37962.0
44512.0,12.0,12.0,0.4207,0.6492,44512.0
38217.0,14.0,14.0,0.3521,0.9717,38217.0
33975.0,6.0,6.0,,,33975.0
17827.0,7.0,7.0,,,17827.0
55774.0,16.0,16.0,0.4175,0.6773,55774.0
16306.0,12.0,12.0,,,16306.0
42703.0,15.0,15.0,0.403,0.9139,42703.0
43411.0,10.0,10.0,0.4842,0.7526,43411.0
46857.0,13.0,13.0,0.4639,0.9849,46857.0
39315.0,16.0,16.0,0.3302,,39315.0
21783.0,19.0,19.0,,,21783.0
45133.0,16.0,16.0,,,45133.0
51465.0,8.0,8.0,,,51465.0
46354.0,16.0,16.0,0.4973,0.9688,46354.0
